voltage_v,current_a,wire_feed_speed_mm_s,material_temp_c,ambient_temp_c,travel_speed_mm_s,torch_angle_deg,ctwd_mm,gas_flow_l_min,co2_pct,thickness_mm,steel_type,rust_level,surface_grease,wire_diameter_mm,roller_wear_pct,arc_stability_rms,weld_penetration_pct
24.38,192.53,111.73,37.84,21.14,9.16,60.0,17.43,18.34,12.3,2.37,1,1.53,3.0,0.84,6.46,0.5,65.3
21.15,112.17,76.55,41.23,29.04,10.98,60.0,14.79,18.57,10.99,1.84,0,0.92,3.0,1.0,44.71,1.02,25.45
25.12,180.25,103.15,50.0,23.54,6.84,60.0,16.47,13.3,18.94,2.03,1,3.0,3.0,0.8,31.49,0.93,58.56
27.64,194.76,87.85,50.0,21.26,7.6,60.0,17.38,19.27,19.8,1.52,0,3.0,0.9,0.81,16.3,1.13,69.68
22.11,168.93,85.61,33.57,16.8,9.77,60.0,12.62,12.79,5.14,1.33,1,3.0,0.67,0.82,34.94,0.7,47.1
30.5,198.14,79.24,50.0,22.28,9.26,60.0,15.78,18.04,17.47,2.48,0,1.16,2.21,0.98,52.47,1.07,73.2
23.27,172.05,99.18,28.49,22.82,7.25,60.0,11.66,18.79,10.64,1.83,0,3.0,3.0,1.0,36.95,0.95,49.24
27.2,188.51,81.43,49.56,27.46,6.7,60.0,16.06,14.86,11.5,2.37,0,3.0,3.0,0.77,10.7,0.98,59.55
21.72,176.96,63.25,25.45,25.48,6.38,60.0,18.83,16.18,15.18,1.44,1,3.0,1.42,0.76,27.83,0.5,41.77
26.24,218.32,101.69,22.47,25.68,9.17,60.0,18.85,14.8,22.25,3.1,0,0.64,3.0,1.16,50.02,1.22,77.97
26.72,182.68,79.49,33.2,20.9,3.39,60.0,18.66,20.74,13.95,2.39,1,0.62,3.0,0.84,35.6,0.52,56.65
21.68,186.23,104.56,29.75,27.77,9.97,60.0,17.49,15.56,10.8,2.35,0,3.0,3.0,0.75,13.22,0.53,46.92
22.11,126.82,85.68,36.34,29.82,6.06,60.0,13.5,14.07,19.51,3.04,1,3.0,3.0,0.8,32.72,1.15,31.71
19.6,122.11,70.92,27.59,35.49,6.72,60.0,15.77,15.0,20.9,3.06,1,3.0,3.0,1.01,20.74,0.88,21.66
23.87,176.2,106.78,38.03,21.94,4.62,60.0,16.35,16.37,23.47,2.61,0,2.43,3.0,1.01,17.79,1.14,60.98
24.46,161.82,107.49,40.67,22.34,4.39,60.0,14.34,14.98,24.71,2.64,0,3.0,3.0,0.81,0.67,1.06,53.82
28.98,196.07,71.34,25.46,25.57,8.84,60.0,16.14,14.97,15.07,2.94,0,2.32,3.0,0.8,2.13,0.59,56.98
22.64,170.73,97.28,31.96,28.59,9.26,60.0,17.14,24.84,18.31,2.32,0,1.61,2.03,1.01,59.23,1.2,62.49
22.97,194.01,128.06,28.71,24.17,5.68,60.0,17.11,17.69,23.59,3.11,0,3.0,2.76,1.02,47.47,0.84,72.06
30.36,188.51,103.88,21.1,24.58,7.66,60.0,11.84,14.22,20.42,3.06,0,3.0,3.0,0.77,30.21,0.65,58.05
25.85,163.81,109.63,41.28,27.35,8.59,60.0,10.44,16.69,15.96,2.95,2,2.03,3.0,0.98,45.1,1.35,60.45
21.52,142.68,95.57,31.69,27.03,5.16,60.0,16.95,19.49,18.83,2.5,2,3.0,3.0,1.2,28.89,1.14,43.07
23.64,175.18,83.87,31.49,26.36,5.36,60.0,13.51,16.71,18.73,3.12,1,3.0,3.0,0.96,49.16,0.68,44.01
25.96,163.47,62.88,40.74,20.86,12.07,60.0,14.74,18.83,13.22,2.38,1,1.13,3.0,0.99,58.59,0.95,36.91
24.16,157.78,65.88,31.63,22.84,8.02,60.0,13.19,20.14,18.13,1.48,0,3.0,1.81,1.2,29.71,1.01,35.24
23.15,149.58,105.74,26.54,29.68,7.88,60.0,17.45,12.18,19.33,2.55,1,3.0,3.0,1.21,23.13,0.95,47.78
19.24,146.51,89.3,25.82,21.71,5.49,60.0,21.63,16.41,18.32,2.57,0,3.0,2.35,0.82,3.05,0.59,37.98
21.67,114.95,106.76,36.82,27.71,10.58,60.0,17.38,10.69,18.64,4.04,1,3.0,3.0,0.99,10.11,0.38,42.39
23.52,146.14,112.06,33.44,26.87,6.77,60.0,11.76,16.87,16.46,1.96,2,3.0,3.0,0.81,30.75,0.51,47.51
19.83,140.68,97.07,48.34,29.88,7.04,60.0,19.69,11.35,9.31,1.85,0,3.0,3.0,0.81,31.36,1.73,21.56
23.66,132.3,117.82,27.31,26.5,9.23,60.0,21.81,14.51,25.0,1.68,1,3.0,2.69,0.99,51.69,0.65,45.46
30.93,235.44,62.99,19.88,19.33,9.91,60.0,16.96,17.92,25.0,3.16,0,3.0,2.09,1.03,11.03,0.32,71.97
28.67,226.81,91.56,39.33,15.95,6.7,60.0,15.06,14.57,24.88,3.15,1,3.0,3.0,1.02,12.55,0.97,72.84
23.24,152.06,81.3,42.75,23.31,5.37,60.0,15.06,15.35,25.0,2.16,0,2.17,2.01,0.82,30.31,1.17,45.04
24.38,221.56,98.71,36.07,30.71,6.62,60.0,15.35,19.01,16.94,2.15,1,3.0,2.04,0.99,13.25,1.11,61.22
23.76,154.28,78.44,23.13,21.0,4.69,60.0,12.73,14.97,11.82,2.37,0,3.0,3.0,0.98,37.63,1.1,33.9
24.45,196.88,66.36,50.0,23.01,11.54,60.0,15.92,17.37,7.19,2.1,1,3.0,3.0,1.03,16.41,0.61,54.73
23.76,184.62,75.66,29.42,31.91,7.54,60.0,14.9,11.78,17.7,4.02,0,3.0,3.0,0.98,25.23,1.04,39.81
17.23,120.16,69.41,39.14,28.62,9.19,60.0,18.76,15.57,22.92,2.61,0,3.0,3.0,0.8,5.29,1.27,14.9
22.35,160.63,69.55,33.93,17.38,7.36,60.0,14.08,15.89,25.0,2.17,0,3.0,3.0,0.98,18.17,1.0,33.26
22.52,172.8,82.4,35.33,22.11,8.26,60.0,20.65,17.76,20.56,2.05,1,1.95,2.89,0.77,19.39,0.71,52.24
18.33,96.36,54.94,19.45,32.3,8.28,60.0,17.63,13.65,21.16,2.58,1,3.0,1.14,0.78,36.1,1.08,16.21
21.58,161.92,100.64,34.17,21.1,5.47,60.0,15.94,11.29,22.75,2.62,0,1.18,3.0,0.83,31.03,0.26,48.31
23.13,151.25,82.11,21.73,32.78,8.27,60.0,15.86,17.37,21.8,3.07,0,3.0,3.0,1.0,22.5,0.76,32.89
24.39,128.06,93.01,36.54,23.16,10.18,60.0,21.63,23.86,21.18,2.03,1,3.0,3.0,0.81,29.53,0.89,38.97
23.12,182.15,118.42,23.25,19.55,9.4,60.0,17.0,15.27,20.93,2.57,0,3.0,3.0,0.8,25.3,0.5,52.76
21.15,146.48,84.24,19.8,26.58,8.78,60.0,16.22,16.21,13.37,2.9,1,0.3,3.0,0.79,42.07,1.36,41.05
32.8,230.11,93.27,27.71,28.87,8.43,60.0,17.65,19.09,23.0,4.09,0,3.0,3.0,1.19,22.25,1.2,82.47
31.15,227.59,92.11,29.05,27.66,11.31,60.0,13.96,14.76,23.15,2.61,0,3.0,3.0,0.78,32.95,0.72,67.88
32.46,189.4,50.0,36.55,26.94,8.59,60.0,13.07,10.0,24.46,2.16,0,2.45,3.0,1.18,37.44,0.4,50.17
21.78,162.0,88.65,31.43,21.0,8.17,60.0,13.05,17.35,21.39,2.96,0,3.0,3.0,1.01,54.48,0.74,37.78
17.39,110.52,87.89,45.51,26.97,11.77,60.0,17.39,16.44,25.0,2.69,1,2.49,1.16,0.99,35.13,0.51,34.85
23.6,198.61,51.83,50.0,30.64,9.04,60.0,15.74,14.03,9.04,2.82,2,2.73,3.0,1.02,9.49,1.25,49.44
31.54,252.66,117.44,29.06,28.63,8.37,60.0,14.06,19.88,17.86,2.47,0,3.0,3.0,1.01,10.4,0.42,86.25
19.26,137.9,98.71,24.22,20.31,5.54,60.0,20.7,18.24,20.28,4.04,1,0.91,3.0,1.2,44.11,1.0,46.73
21.67,131.52,106.6,32.64,17.09,7.42,60.0,18.69,14.93,12.8,2.9,2,3.0,3.0,0.8,15.04,0.45,41.0
21.26,178.82,112.36,32.87,28.67,7.98,60.0,14.1,13.3,15.63,1.96,1,3.0,1.62,1.02,14.19,0.69,49.11
25.24,139.47,119.71,45.79,31.54,11.32,60.0,17.28,14.42,15.7,2.96,2,0.44,3.0,0.8,58.0,0.54,66.36
25.7,229.53,87.92,45.25,28.43,6.81,60.0,17.23,21.06,11.52,2.84,1,3.0,3.0,1.01,20.59,1.0,67.59
23.05,180.05,96.63,20.59,24.45,5.54,60.0,15.56,16.26,11.61,2.87,0,3.0,3.0,0.82,37.62,0.73,48.07
25.66,182.89,75.02,50.0,34.19,9.11,60.0,12.16,17.96,13.83,2.9,0,0.0,3.0,1.03,40.76,0.95,67.84
22.89,160.73,62.54,27.51,22.76,10.0,60.0,15.7,11.58,20.74,3.08,1,0.98,3.0,1.21,10.66,0.95,39.02
21.19,156.15,97.36,20.7,23.69,9.88,60.0,18.27,17.1,12.97,1.89,1,3.0,1.96,1.02,2.59,0.8,41.61
23.86,175.4,91.1,50.0,36.04,8.47,60.0,12.76,14.52,16.17,1.47,1,3.0,2.44,1.22,28.89,0.6,51.96
20.34,114.77,92.56,50.0,31.25,8.77,60.0,12.73,19.01,15.55,1.93,0,2.22,3.0,1.02,17.85,0.69,36.84
23.24,180.04,97.78,50.0,32.13,8.13,60.0,19.31,16.75,16.92,2.98,1,3.0,3.0,0.78,11.19,1.17,53.32
21.11,158.44,94.47,45.41,25.16,7.93,60.0,14.9,18.33,23.17,1.59,0,2.67,0.84,0.8,36.84,0.64,44.57
20.11,150.2,60.48,17.53,22.05,6.8,60.0,13.34,13.91,6.0,3.76,1,3.0,3.0,1.0,47.64,0.55,18.65
26.23,189.43,78.77,50.0,21.74,5.39,60.0,16.6,15.18,16.92,2.48,1,3.0,3.0,1.02,14.58,0.88,39.0
23.84,137.68,87.38,28.33,17.87,8.11,60.0,18.16,17.42,16.49,3.96,1,3.0,3.0,0.82,28.64,0.96,30.91
25.42,158.59,81.62,28.65,27.75,8.05,60.0,17.99,14.75,13.77,2.42,0,3.0,3.0,1.0,0.0,0.85,36.49
30.08,212.66,73.31,18.73,27.36,10.87,60.0,16.54,22.87,18.82,2.48,1,3.0,3.0,1.16,3.97,1.12,61.55
25.26,183.85,74.87,26.26,30.02,6.72,60.0,13.34,24.64,19.04,2.97,1,3.0,3.0,0.79,30.05,0.19,33.35
19.97,114.53,73.86,28.08,31.99,11.61,60.0,12.62,15.76,17.94,2.27,1,2.53,3.0,1.03,35.7,1.11,26.86
22.1,109.43,51.7,26.18,21.71,8.95,60.0,15.73,14.05,25.0,2.7,0,3.0,0.0,0.82,18.69,0.94,20.4
27.81,203.71,81.78,30.17,20.72,12.78,60.0,16.8,21.63,24.14,3.1,0,3.0,3.0,0.99,58.06,1.08,62.42
24.9,229.36,117.57,37.75,19.81,5.24,60.0,14.57,17.92,22.33,2.58,0,3.0,3.0,0.8,19.67,0.48,88.01
18.41,140.73,113.22,35.64,23.33,6.57,60.0,17.8,17.64,18.69,2.4,1,3.0,3.0,0.79,22.83,1.18,42.88
27.39,162.19,113.57,40.07,20.31,6.73,60.0,14.13,14.9,19.36,3.03,0,3.0,3.0,0.84,55.09,0.97,46.98
31.76,236.43,87.68,27.19,32.65,7.22,60.0,22.14,14.09,20.86,3.07,0,3.0,3.0,1.03,15.48,0.56,66.0
22.82,162.53,127.63,26.06,26.57,9.61,60.0,15.18,21.38,23.97,2.6,2,1.72,3.0,0.8,50.35,0.89,64.01
29.18,294.47,87.59,35.68,24.15,11.04,60.0,13.78,16.26,12.18,2.38,1,0.0,3.0,1.03,21.92,1.18,92.61
15.0,113.78,72.82,50.0,22.63,11.9,60.0,12.39,15.83,19.61,2.03,0,1.91,3.0,0.78,21.5,0.9,21.81
31.91,209.86,87.0,26.73,21.62,9.84,60.0,12.8,17.62,17.68,3.0,2,3.0,3.0,1.01,38.61,1.04,68.09
24.75,137.25,123.01,39.21,28.03,11.9,60.0,18.11,16.53,22.08,2.08,1,0.51,3.0,0.81,50.28,1.09,55.06
22.46,176.96,81.43,50.0,23.58,7.47,60.0,13.37,18.53,15.81,2.44,0,3.0,3.0,0.97,5.83,1.26,38.34
24.98,173.59,84.61,47.13,24.33,3.0,60.0,18.34,13.55,12.19,3.94,0,3.0,3.0,0.81,12.56,0.73,51.4
24.81,134.01,71.42,29.36,25.85,8.98,60.0,16.0,11.23,17.12,2.4,1,0.0,3.0,0.82,9.28,1.01,34.43
26.25,245.2,69.75,43.47,23.8,9.91,60.0,14.93,14.6,17.51,4.13,1,3.0,3.0,1.13,53.61,0.67,63.48
32.81,250.5,93.02,38.37,24.28,8.35,60.0,14.22,17.11,25.0,4.14,0,3.0,3.0,0.82,13.94,1.05,86.59
24.09,115.21,80.0,33.86,21.34,6.25,60.0,17.9,10.35,15.6,2.98,0,3.0,0.0,1.2,58.03,0.9,36.43
27.27,184.27,97.12,43.76,28.56,10.22,60.0,14.93,14.0,18.04,2.01,0,3.0,3.0,1.2,8.64,0.83,51.19
26.18,142.45,109.73,46.09,17.38,4.9,60.0,12.93,18.22,19.6,2.02,1,3.0,3.0,0.97,9.19,0.46,54.52
19.08,130.62,83.81,44.32,17.12,3.66,60.0,18.58,10.94,23.75,2.65,1,3.0,1.26,0.85,15.09,0.19,26.03
27.75,184.17,127.38,22.76,21.82,7.16,60.0,13.74,14.58,17.37,2.99,1,1.51,1.56,0.83,53.13,0.87,78.41
19.97,120.19,50.0,22.49,31.84,9.89,60.0,17.34,12.55,14.63,2.45,1,3.0,0.93,0.98,49.51,0.74,13.15
26.49,158.64,101.55,25.83,24.47,6.8,60.0,10.23,20.86,16.7,2.08,0,3.0,3.0,1.02,10.55,0.95,49.16
22.73,171.86,72.55,34.79,21.17,4.58,60.0,15.34,21.62,9.71,1.3,1,0.0,3.0,0.82,13.36,0.53,52.07
25.39,182.62,86.41,45.21,32.72,5.05,60.0,15.13,17.7,14.83,2.42,2,0.93,3.0,0.81,23.42,0.64,58.98
22.67,189.72,59.29,33.39,32.11,7.35,60.0,14.48,16.58,17.14,2.98,1,3.0,3.0,0.78,5.39,1.33,42.96
22.65,97.36,87.26,35.71,32.28,10.84,60.0,18.14,16.42,19.75,3.04,2,3.0,3.0,0.78,33.05,0.37,35.9
20.36,132.85,69.5,24.81,22.12,5.51,60.0,16.11,19.59,25.0,3.18,0,3.0,3.0,1.19,35.67,0.97,18.17
18.1,157.75,55.25,42.15,18.39,5.83,60.0,20.35,18.48,23.09,2.08,0,3.0,3.0,1.0,8.28,0.95,22.25
19.43,93.83,63.59,50.0,27.51,6.91,60.0,17.36,17.59,9.24,2.45,2,3.0,2.5,0.8,46.62,0.83,9.07
22.23,178.62,81.13,19.44,28.17,7.52,60.0,16.63,24.36,24.76,3.1,1,3.0,3.0,1.01,39.18,0.44,46.48
24.39,192.36,105.51,45.9,33.23,8.95,60.0,16.14,16.05,22.0,2.08,2,3.0,3.0,0.82,56.18,0.57,54.28
27.52,197.26,78.96,26.87,22.82,3.0,60.0,13.33,18.07,16.24,2.95,1,3.0,2.03,0.79,35.98,1.14,43.44
25.85,179.39,50.0,37.06,26.51,7.9,60.0,12.53,16.35,21.19,1.56,0,2.72,0.4,0.79,21.72,0.75,43.56
25.71,178.73,65.12,22.46,32.78,10.02,60.0,20.19,17.83,17.61,2.99,2,0.0,3.0,0.81,63.3,0.8,45.02
28.18,215.28,104.0,50.0,21.16,6.45,60.0,11.3,14.03,10.06,2.46,2,3.0,3.0,1.18,55.46,0.55,59.82
29.08,151.69,84.0,47.2,25.79,7.71,60.0,13.37,10.0,15.92,2.5,1,3.0,2.0,1.01,15.79,0.63,32.07
21.9,166.51,93.85,31.94,32.17,8.61,60.0,10.0,14.28,19.81,2.04,0,1.69,3.0,0.79,20.37,0.52,48.08
20.18,111.6,64.19,33.4,33.02,6.41,60.0,18.05,20.78,17.37,1.46,1,0.51,3.0,1.0,52.12,0.49,14.94
20.61,197.14,120.85,46.33,35.37,7.73,60.0,14.84,18.57,15.42,3.06,1,0.93,3.0,0.99,28.7,0.45,75.36
26.25,153.91,132.81,38.09,25.42,8.92,60.0,19.69,18.11,13.86,2.91,1,3.0,3.0,0.8,49.04,0.65,68.76
26.43,201.71,118.81,36.56,17.6,3.0,60.0,20.7,16.05,11.57,2.87,0,3.0,3.0,0.99,29.32,0.74,72.83
29.62,216.69,125.24,50.0,31.13,7.73,60.0,18.0,10.57,20.7,4.09,1,3.0,3.0,1.0,7.34,0.62,78.59
20.2,135.86,79.01,27.03,16.43,9.78,60.0,16.28,12.96,15.88,2.97,0,3.0,1.4,0.81,33.37,0.47,24.14
26.07,192.42,82.72,38.26,30.16,9.76,60.0,17.7,18.11,18.89,1.68,1,3.0,3.0,0.85,36.07,0.56,44.6
28.44,209.99,76.46,28.18,29.3,7.41,60.0,17.89,14.43,17.55,2.5,0,0.92,2.97,0.79,44.65,0.8,69.29
22.45,160.48,104.19,41.15,30.96,9.57,60.0,10.0,10.5,18.41,3.03,0,3.0,3.0,0.81,12.5,0.52,39.71
25.95,171.99,65.71,19.95,29.42,9.68,60.0,13.54,13.47,16.34,2.57,0,3.0,3.0,0.77,15.92,0.28,35.02
26.75,190.44,113.15,32.44,17.24,13.17,60.0,12.71,11.49,19.23,1.29,1,3.0,3.0,0.83,48.53,0.64,49.08
23.45,146.07,65.98,24.46,25.85,6.11,60.0,17.47,18.94,21.7,4.06,1,3.0,3.0,1.0,51.61,1.05,36.9
26.45,184.78,75.45,18.66,27.08,8.16,60.0,19.88,10.67,18.14,3.03,0,3.0,3.0,1.18,55.51,0.83,32.9
24.44,182.35,90.22,36.36,33.07,9.04,60.0,16.76,15.01,24.73,4.15,2,0.0,0.89,1.03,14.31,0.28,72.94
29.44,159.4,76.13,19.28,23.06,4.57,60.0,16.55,16.47,12.42,2.38,1,2.75,1.07,1.0,28.7,0.61,52.74
20.19,92.82,71.79,30.04,29.58,9.08,60.0,14.21,10.06,19.38,4.06,1,3.0,3.0,1.16,10.84,0.52,14.92
21.81,182.72,97.22,35.56,27.16,9.49,60.0,14.33,17.31,12.87,1.38,1,3.0,3.0,1.21,24.66,1.02,44.43
29.13,193.83,107.01,50.0,30.78,7.97,60.0,22.45,18.52,20.08,4.04,0,3.0,3.0,1.03,45.66,1.04,61.1
18.45,153.29,86.01,50.0,26.49,4.94,60.0,17.37,23.14,14.06,1.88,2,3.0,3.0,1.03,59.36,0.44,37.63
26.7,200.08,123.73,35.16,22.07,4.43,60.0,18.2,14.9,12.74,2.9,2,3.0,3.0,1.21,16.03,0.8,77.75
23.11,155.49,117.12,37.26,21.54,9.34,60.0,13.46,12.8,8.78,2.82,0,3.0,3.0,0.83,19.99,0.5,57.11
27.31,226.48,100.06,48.08,21.46,8.4,60.0,13.41,14.94,18.51,2.01,0,1.74,0.73,1.0,42.39,0.85,76.56
25.15,179.47,65.61,43.39,26.72,9.4,60.0,14.09,17.12,18.59,2.85,1,3.0,3.0,0.86,5.0,1.17,34.62
25.17,183.49,108.48,35.85,19.39,8.1,60.0,20.5,13.03,25.0,3.0,1,1.91,0.89,0.85,39.68,0.94,74.26
21.91,164.73,74.53,39.53,28.26,7.82,60.0,20.27,16.31,11.58,1.87,2,3.0,3.0,0.77,15.88,1.02,34.77
26.49,177.94,66.46,31.29,23.29,10.12,60.0,21.75,13.39,9.7,1.35,1,3.0,3.0,1.05,47.39,1.22,28.92
26.62,150.73,135.34,33.8,30.23,11.86,60.0,12.4,16.81,12.83,3.89,0,0.02,0.65,1.04,17.68,0.59,75.25
25.87,211.62,87.2,26.53,21.87,10.16,60.0,14.29,20.81,16.84,2.45,2,3.0,3.0,0.79,16.93,0.47,62.66
20.35,140.53,97.45,38.99,25.3,9.48,60.0,16.64,17.66,23.9,3.11,0,1.06,3.0,1.2,24.2,0.4,40.04
16.83,122.66,70.75,48.12,20.72,5.0,60.0,25.21,15.0,11.25,2.37,1,1.34,1.74,0.76,21.54,0.35,23.04
22.34,190.26,96.34,20.43,23.96,7.09,60.0,13.87,13.16,16.05,1.47,2,3.0,3.0,0.99,49.04,0.19,44.51
22.31,147.03,66.31,26.38,24.91,5.63,60.0,12.3,20.52,15.72,2.43,1,3.0,3.0,0.95,17.15,0.97,41.19
22.01,156.96,103.14,43.48,24.23,9.54,60.0,15.99,14.57,21.56,3.08,1,3.0,1.48,1.19,32.05,0.22,51.06
26.23,207.9,87.64,26.1,21.21,9.94,60.0,17.81,13.74,23.29,2.62,0,3.0,3.0,1.04,13.63,1.06,72.25
28.12,149.8,85.67,19.74,26.53,8.27,60.0,16.83,14.92,23.58,2.62,0,2.5,3.0,0.82,9.25,0.28,53.38
21.92,132.46,107.08,44.29,21.39,12.27,60.0,18.93,18.04,11.92,1.35,1,3.0,1.07,0.81,4.37,1.0,32.93
25.07,199.0,91.25,30.62,25.84,8.98,60.0,19.02,21.98,23.23,2.58,0,3.0,0.57,0.84,4.87,0.57,62.54
30.76,224.65,88.7,30.72,21.56,8.58,60.0,10.1,13.3,9.75,1.84,0,3.0,3.0,0.8,30.67,0.89,65.56
26.94,194.91,114.55,37.34,29.02,7.2,60.0,24.27,14.69,14.38,2.94,0,3.0,3.0,1.17,39.49,0.74,57.24
25.96,203.66,72.61,50.0,22.7,9.05,60.0,18.76,17.81,22.9,3.1,1,0.92,3.0,0.78,55.17,0.94,60.62
30.58,197.74,79.06,22.24,21.56,10.51,60.0,13.14,14.9,23.29,2.11,2,3.0,3.0,0.81,37.0,0.99,50.88
27.49,193.75,102.73,25.94,19.4,8.53,60.0,18.88,16.63,5.0,1.22,0,3.0,0.59,1.21,3.87,0.27,70.32
28.04,197.46,77.65,29.36,25.76,10.2,60.0,16.61,14.96,16.61,1.88,0,3.0,2.39,1.01,53.13,0.86,57.96
26.27,155.01,80.64,29.02,32.73,9.23,60.0,16.92,20.58,19.42,2.01,0,3.0,3.0,1.18,27.75,0.81,35.83
20.63,156.05,97.65,26.9,15.09,9.78,60.0,17.45,15.65,10.87,2.85,0,3.0,3.0,0.77,28.28,0.92,36.93
22.01,114.81,97.18,25.33,35.49,8.05,60.0,13.48,17.27,20.23,3.04,0,3.0,3.0,0.97,0.0,1.2,36.73
19.7,145.45,84.25,45.78,36.25,9.83,60.0,16.37,14.62,13.48,2.41,0,2.3,2.74,0.83,40.87,0.86,40.43
24.46,212.74,71.6,25.45,20.74,8.48,60.0,14.68,18.97,12.61,2.37,0,3.0,3.0,0.82,54.54,0.77,53.76
19.13,159.9,85.09,27.96,22.22,8.67,60.0,19.7,17.84,23.16,2.6,0,3.0,3.0,1.2,8.48,0.21,30.01
18.25,100.56,70.79,28.59,17.39,9.48,60.0,14.45,15.79,12.12,2.88,2,1.6,3.0,0.99,53.17,1.31,19.08
28.99,204.62,69.44,44.37,40.18,7.64,60.0,17.91,20.63,19.97,2.02,0,3.0,3.0,1.23,17.65,0.72,50.38
29.18,171.15,88.75,32.63,28.45,7.44,60.0,15.45,17.41,7.87,3.78,0,2.27,3.0,0.98,36.87,0.91,53.07
27.45,228.15,77.78,31.6,15.85,9.17,60.0,11.33,13.56,17.16,2.33,0,1.54,3.0,0.84,30.13,0.77,75.64
23.0,134.9,102.62,21.38,19.4,9.25,60.0,15.57,14.78,15.92,2.96,1,3.0,3.0,1.0,23.07,0.59,43.38
30.2,187.99,89.35,34.59,31.95,8.38,60.0,13.49,15.71,23.56,2.12,0,0.76,0.28,0.8,19.74,0.29,80.28
26.1,144.41,98.49,33.21,10.08,7.81,60.0,13.81,14.5,13.62,3.91,0,3.0,3.0,0.79,44.12,0.95,44.85
25.63,194.84,131.0,43.12,29.33,7.94,60.0,15.53,18.1,25.0,1.66,0,3.0,3.0,0.8,8.75,1.2,72.15
29.42,202.51,142.88,50.0,29.48,7.21,60.0,19.17,11.86,22.46,2.12,1,3.0,3.0,1.18,43.58,0.84,77.58
24.44,192.47,119.12,26.55,23.81,6.15,60.0,16.0,18.79,25.0,3.21,1,3.0,3.0,1.03,30.11,0.96,63.18
25.28,153.35,133.83,43.88,24.46,7.17,60.0,17.18,14.41,14.87,2.28,0,1.76,3.0,1.0,30.23,0.92,72.82
23.4,132.11,72.09,36.16,30.45,6.75,60.0,16.06,16.88,22.4,4.09,0,3.0,3.0,0.98,22.62,0.96,22.46
29.06,207.99,118.39,41.55,27.68,8.42,60.0,15.77,17.83,14.77,2.92,1,0.0,3.0,0.84,20.09,1.02,83.46
24.87,134.05,99.91,46.09,28.84,5.88,60.0,15.65,14.48,25.0,2.97,1,3.0,1.74,0.83,1.88,0.9,39.0
23.94,165.4,78.82,42.51,18.95,6.83,60.0,24.45,13.36,13.35,3.88,0,3.0,3.0,1.16,8.1,0.48,52.01
30.36,190.81,92.06,26.88,17.09,5.39,60.0,15.26,16.67,20.49,2.05,0,3.0,1.81,0.79,32.61,1.34,60.15
17.16,108.44,105.89,49.58,18.87,4.22,60.0,18.06,12.54,15.34,1.96,0,3.0,3.0,0.8,9.94,0.82,35.09
27.56,194.45,73.09,19.8,28.24,7.98,60.0,17.59,18.68,19.9,1.53,0,1.35,3.0,1.01,14.42,0.66,57.39
30.3,201.4,145.6,28.25,26.72,8.77,60.0,16.35,14.01,9.63,1.86,0,3.0,1.52,1.05,26.03,1.06,91.71
16.86,131.76,67.14,26.48,30.81,9.14,60.0,16.54,20.44,20.29,2.02,0,3.0,0.85,0.84,1.17,0.91,19.16
26.3,142.36,107.77,43.66,15.89,5.46,60.0,13.69,18.48,19.06,1.97,1,3.0,3.0,0.95,6.8,0.51,54.18
22.93,145.12,97.81,45.79,25.7,7.77,60.0,20.66,14.62,7.09,2.28,0,3.0,3.0,0.81,38.56,0.59,48.46
25.63,218.47,111.23,36.57,28.55,8.75,60.0,16.45,16.1,18.15,3.0,1,2.33,1.11,0.81,50.47,0.92,74.11
22.98,209.52,107.58,21.15,30.64,8.1,60.0,16.26,22.15,13.95,1.88,1,3.0,3.0,0.77,6.2,0.85,55.58
16.43,126.23,85.37,34.4,28.7,6.77,60.0,15.95,16.73,21.63,3.07,1,0.99,3.0,0.96,40.47,0.71,30.98
26.13,173.85,63.24,41.05,20.65,10.03,60.0,20.36,23.97,21.09,4.01,2,3.0,2.31,1.22,40.62,1.16,54.28
22.75,200.43,94.76,40.88,33.63,7.55,60.0,18.63,15.52,10.89,2.86,0,3.0,3.0,0.78,18.02,1.27,54.49
21.76,107.41,103.16,46.72,32.2,12.07,60.0,16.05,23.38,14.56,2.89,0,0.62,1.03,0.77,5.73,1.07,49.58
21.87,123.83,57.35,38.35,23.02,5.17,60.0,13.12,15.58,22.56,3.25,0,3.0,3.0,0.99,26.64,0.82,19.87
19.16,136.75,84.16,46.96,26.32,9.52,60.0,16.42,20.37,23.73,2.1,1,1.74,3.0,1.04,41.92,0.96,35.51
25.18,147.17,72.12,33.63,30.83,6.75,60.0,14.65,18.41,10.91,2.34,1,2.33,3.0,0.79,46.98,0.27,38.34
29.95,223.15,70.84,45.12,17.14,9.03,60.0,16.04,19.73,14.85,3.91,2,2.88,2.58,1.03,36.95,0.97,69.14
28.76,190.84,60.61,25.86,20.27,7.49,60.0,14.59,16.73,14.33,2.42,1,3.0,3.0,0.99,47.16,0.19,39.36
22.55,186.78,103.04,33.96,25.15,9.07,60.0,17.03,20.21,25.0,3.2,1,3.0,2.5,0.83,0.0,1.01,69.84
22.59,170.94,50.0,27.34,19.67,8.27,60.0,17.22,20.92,20.56,2.13,1,3.0,3.0,1.2,45.83,0.97,22.35
23.14,140.95,58.68,39.16,27.07,8.15,60.0,20.24,15.64,16.82,2.48,1,2.88,3.0,1.21,39.38,1.03,33.22
