vibration_rms_mm_s,vibration_hf_g,bearing_temp_c,motor_current_a,voltage_v,power_factor_pct,speed_rpm,lube_flow_l_min,lube_pressure_bar,internal_humidity_pct,op_status
2.486,0.478,69.651,14.431,456.537,92.665,1506.682,34.354,3.976,28.264,Normal
1.815,0.476,63.56,20.359,462.682,94.539,1516.318,36.339,3.389,33.765,Normal
1.666,0.34,63.392,14.587,458.213,96.406,1473.288,33.306,4.056,21.114,Normal
2.559,0.372,63.168,15.806,463.426,94.112,1475.06,34.095,3.151,17.612,Normal
5.236,0.934,81.468,23.478,464.869,88.501,1434.406,27.133,2.788,33.545,Alert
1.517,0.248,65.48,18.495,464.471,97.3,1508.925,36.228,3.537,26.965,Normal
4.386,0.489,85.162,24.311,460.581,89.255,1516.173,34.339,2.847,31.177,Alert
5.102,1.249,86.804,17.046,462.677,89.815,1540.237,35.917,3.139,37.592,Alert
1.464,0.396,66.504,17.496,464.505,93.911,1465.02,34.942,3.535,27.689,Normal
2.018,0.387,66.4,18.998,462.858,93.586,1511.18,35.776,3.68,21.563,Normal
1.912,0.331,68.093,20.184,463.256,94.388,1459.732,35.498,4.36,23.072,Normal
1.698,0.386,68.607,21.718,453.254,95.132,1454.198,37.428,3.414,25.379,Normal
2.926,1.05,74.492,24.108,460.025,87.207,1476.313,39.532,3.395,27.749,Alert
2.075,0.531,64.277,18.339,457.911,96.828,1475.307,36.588,3.558,20.982,Normal
4.093,1.187,88.189,23.411,454.559,94.211,1505.842,30.841,3.226,27.08,Alert
3.752,0.839,84.463,25.203,454.996,94.976,1515.772,29.927,2.847,31.188,Alert
1.7,0.383,64.722,16.244,463.465,98.393,1466.775,35.541,3.901,27.583,Normal
2.29,0.556,67.783,14.13,463.429,93.093,1463.451,37.123,4.162,24.679,Normal
2.459,0.317,65.996,18.705,464.732,94.861,1530.13,29.319,3.665,20.552,Normal
4.561,1.083,81.15,26.609,455.564,91.015,1539.089,29.325,2.455,24.172,Alert
1.776,0.363,62.028,16.01,454.891,96.511,1494.415,39.261,4.001,22.734,Normal
1.891,0.084,65.264,15.736,462.794,99.274,1501.974,29.902,3.153,25.293,Normal
3.835,1.025,69.215,24.481,450.645,96.75,1451.436,29.837,2.777,26.767,Alert
1.798,0.354,59.773,16.326,459.66,96.097,1499.628,33.425,4.041,24.497,Normal
1.965,0.339,65.363,15.347,464.328,95.851,1470.874,32.523,3.254,32.962,Normal
7.496,2.966,89.827,30.565,456.222,89.423,1375.378,16.524,1.384,31.83,Critical
2.952,0.467,68.185,18.516,457.326,96.71,1491.535,33.611,3.751,21.97,Normal
1.781,0.489,71.088,13.772,464.478,96.118,1510.037,33.839,3.202,27.349,Normal
3.39,1.262,76.015,20.199,463.206,95.544,1492.805,30.194,3.118,28.941,Alert
2.271,0.487,68.454,18.037,450.574,93.588,1494.796,35.344,4.152,27.571,Normal
5.553,1.432,81.384,26.099,468.383,94.466,1492.475,34.316,2.668,19.675,Alert
5.134,1.266,70.492,17.948,458.255,87.497,1462.708,30.419,3.551,27.179,Alert
3.512,1.173,70.25,24.075,453.398,93.876,1463.499,25.916,2.799,32.708,Alert
2.127,0.412,62.04,14.106,460.609,98.819,1512.871,34.499,4.047,23.548,Normal
4.247,1.841,86.415,29.47,461.339,83.06,1510.485,27.332,2.623,32.536,Critical
4.043,0.939,70.425,24.882,457.198,93.666,1543.077,20.708,2.396,25.662,Alert
3.504,0.982,82.655,24.754,459.413,89.363,1594.682,32.874,3.403,26.196,Alert
2.713,0.916,76.189,21.046,467.937,87.008,1438.679,27.159,2.71,31.121,Alert
2.336,0.368,65.616,18.038,467.974,97.798,1485.171,38.079,3.43,26.687,Normal
1.113,0.267,62.331,17.76,464.602,95.282,1522.292,34.089,3.911,28.568,Normal
2.275,0.433,66.584,20.188,462.941,93.932,1445.121,38.376,4.027,25.527,Normal
2.724,0.579,60.751,18.841,456.963,95.448,1480.489,34.613,3.353,20.06,Normal
2.328,0.349,58.424,17.067,462.647,98.649,1444.151,33.473,3.798,32.248,Normal
1.614,0.294,67.516,16.94,457.613,96.262,1516.915,33.881,3.885,28.388,Normal
2.257,0.379,62.81,12.602,461.751,98.631,1493.986,36.092,3.919,27.938,Normal
2.53,0.491,70.991,17.487,466.12,96.947,1476.906,31.764,3.55,25.026,Normal
2.418,0.416,64.655,20.493,448.907,93.756,1517.224,38.334,4.089,22.854,Normal
3.988,0.995,79.873,14.81,458.805,94.318,1444.928,30.85,2.737,31.183,Alert
5.865,2.032,93.843,30.175,463.307,89.996,1398.075,22.728,2.64,38.587,Critical
6.903,2.373,97.508,30.168,469.278,84.466,1453.77,18.004,1.508,32.406,Critical
4.53,0.972,77.7,24.506,449.104,83.343,1485.7,31.799,3.909,29.268,Alert
3.784,1.501,76.491,20.82,458.207,89.986,1469.182,25.296,2.539,27.417,Alert
3.875,0.836,79.792,30.173,464.725,94.953,1453.293,27.062,2.469,25.336,Alert
3.418,0.674,81.888,26.39,467.915,94.386,1497.649,37.166,3.445,32.155,Alert
4.043,1.174,77.246,25.813,452.701,83.687,1441.186,24.297,3.609,38.88,Alert
2.225,0.292,57.686,10.899,455.929,97.058,1491.256,33.928,3.693,21.43,Normal
4.834,1.227,82.058,18.507,456.547,92.884,1481.533,35.864,3.149,19.876,Alert
4.831,1.395,79.551,22.579,450.923,92.169,1492.375,29.193,3.382,26.855,Alert
3.538,1.239,82.444,24.378,455.867,93.754,1551.295,26.437,2.589,30.119,Alert
2.048,0.325,73.109,18.052,459.607,95.641,1430.391,32.205,3.888,22.31,Normal
1.321,0.381,71.167,15.641,461.046,99.951,1500.723,39.548,4.26,18.909,Normal
2.477,0.292,55.26,17.155,460.027,96.814,1542.637,33.792,3.414,19.551,Normal
2.302,0.473,61.048,15.166,460.926,96.336,1458.002,38.712,4.071,26.645,Normal
1.711,0.428,62.25,18.979,460.793,93.432,1530.581,31.005,3.802,24.796,Normal
6.349,2.343,85.12,32.831,461.421,89.923,1413.679,27.667,2.719,31.803,Critical
2.14,0.13,60.459,19.913,459.432,94.572,1453.969,36.462,4.614,20.435,Normal
2.025,0.317,60.389,15.711,457.634,93.749,1436.177,38.653,4.168,19.003,Normal
2.292,0.391,60.459,17.806,454.023,94.636,1483.789,35.193,3.344,31.14,Normal
1.476,0.419,62.44,16.417,453.33,93.625,1437.435,41.291,3.953,25.653,Normal
4.1,0.997,80.473,19.482,463.163,97.899,1487.354,27.426,2.389,22.719,Alert
3.6,1.331,79.183,22.602,447.134,90.686,1494.67,25.638,2.342,33.005,Alert
2.003,0.639,68.205,16.746,455.867,93.357,1490.811,33.457,4.247,31.921,Normal
1.013,0.136,59.133,17.725,449.507,95.808,1426.32,35.043,4.326,26.69,Normal
2.244,0.341,60.0,18.7,454.474,95.384,1469.872,37.721,3.348,26.869,Normal
1.526,0.133,62.073,17.47,461.929,95.039,1469.437,40.369,3.594,15.541,Normal
8.372,2.455,90.285,26.184,465.55,82.104,1506.423,25.625,2.335,30.403,Critical
1.955,0.316,63.525,18.179,466.091,97.126,1472.153,38.544,3.739,24.943,Normal
2.649,0.191,70.985,18.935,453.723,92.638,1530.753,33.115,3.142,29.674,Normal
7.223,1.445,92.661,17.39,452.752,84.138,1510.592,25.682,1.723,40.306,Critical
1.668,0.355,61.356,18.657,460.076,97.372,1512.107,36.833,3.903,20.616,Normal
6.388,1.917,94.301,30.624,448.848,86.021,1511.85,33.273,1.964,32.34,Critical
2.326,0.288,61.075,16.462,456.357,96.086,1551.335,33.127,3.45,24.704,Normal
2.481,0.221,61.792,18.413,464.745,91.369,1465.382,35.48,3.577,34.215,Normal
4.305,1.17,76.874,26.284,463.655,86.059,1477.076,27.389,3.24,19.076,Alert
2.502,0.307,66.201,19.393,470.111,96.316,1534.995,32.922,3.864,31.258,Normal
5.89,1.767,88.337,25.372,459.293,91.2,1436.384,13.102,1.613,30.157,Critical
2.276,0.346,64.645,16.801,460.225,96.502,1456.864,33.257,3.451,26.377,Normal
1.571,0.437,71.87,18.792,467.908,94.035,1456.474,35.612,3.913,22.303,Normal
6.412,2.29,91.042,30.099,453.62,91.147,1412.131,23.138,1.921,29.607,Critical
0.874,0.072,64.93,14.88,460.072,94.316,1460.211,31.468,3.363,31.271,Normal
3.455,0.9,69.865,25.667,460.237,90.114,1441.243,29.176,3.244,31.83,Alert
3.007,0.997,80.916,26.292,460.648,93.711,1471.968,29.983,3.024,27.014,Alert
1.116,0.28,66.967,13.341,460.991,96.108,1490.047,32.869,3.81,28.703,Normal
1.937,0.487,60.146,16.719,454.231,96.392,1506.967,32.508,2.943,26.23,Normal
1.405,0.225,62.122,15.66,459.712,97.582,1460.475,29.913,3.805,21.142,Normal
1.47,0.325,67.913,18.756,459.83,94.777,1498.074,36.254,3.572,16.491,Normal
4.388,1.278,70.389,19.393,456.589,91.656,1459.781,29.487,3.185,22.356,Alert
2.45,0.53,59.018,18.297,459.932,96.507,1470.807,38.72,3.828,22.102,Normal
3.744,1.063,71.661,22.431,449.41,88.571,1463.048,35.351,3.361,28.933,Alert
2.785,0.628,85.519,24.923,455.939,95.031,1518.619,30.902,2.695,24.834,Alert
1.694,0.353,69.798,18.087,456.078,96.66,1468.466,37.713,4.528,23.347,Normal
2.539,0.391,63.144,15.334,459.037,94.635,1527.333,33.756,3.352,34.134,Normal
1.449,0.093,68.414,19.595,462.169,92.495,1468.876,31.519,3.875,22.206,Normal
1.703,0.195,66.991,17.52,453.315,96.109,1396.195,32.594,3.432,27.797,Normal
4.564,1.143,73.47,21.473,455.317,93.228,1511.538,26.019,2.539,31.947,Alert
1.773,0.577,64.578,14.276,457.89,95.857,1514.911,34.086,3.195,25.845,Normal
2.885,0.391,66.131,18.954,455.349,92.988,1448.349,33.035,2.65,27.15,Normal
1.77,0.527,72.878,16.795,457.293,95.822,1464.123,34.771,3.604,15.815,Normal
4.509,1.144,84.15,24.735,458.011,87.677,1467.446,34.482,2.852,33.671,Alert
0.963,0.207,64.771,13.713,453.008,92.194,1470.499,38.014,4.101,27.556,Normal
1.949,0.359,62.204,21.719,461.332,95.361,1452.675,37.579,4.111,21.94,Normal
5.508,0.966,77.672,23.587,470.408,86.411,1484.246,38.449,3.042,20.822,Alert
3.421,0.918,84.102,23.623,462.67,87.767,1436.371,36.838,2.846,38.127,Alert
4.631,1.064,71.147,24.154,464.204,83.021,1483.272,28.447,2.895,22.763,Alert
4.515,1.259,75.233,24.241,462.344,93.019,1488.274,31.782,4.088,26.875,Alert
2.661,0.316,67.319,17.337,458.461,97.275,1503.742,32.112,3.525,26.982,Normal
1.846,0.653,58.843,16.404,470.791,96.87,1487.973,36.798,3.607,31.408,Normal
4.191,0.775,74.107,20.865,458.359,95.277,1417.391,28.373,3.331,24.931,Alert
4.607,0.869,69.52,22.722,466.516,90.872,1458.341,29.975,2.852,21.127,Alert
3.265,0.694,84.926,24.864,453.731,87.642,1524.445,34.794,2.223,26.81,Alert
1.234,0.381,64.579,15.654,455.091,96.144,1561.764,37.115,3.463,31.156,Normal
1.965,0.361,66.714,15.266,460.742,92.622,1485.228,32.398,3.39,31.128,Normal
1.849,0.366,66.754,17.053,460.46,94.315,1531.137,34.473,3.489,21.466,Normal
1.733,0.35,70.988,19.092,461.598,92.933,1443.512,38.667,4.193,25.441,Normal
5.068,1.169,78.773,21.937,458.706,96.667,1457.548,30.616,2.812,34.357,Alert
1.764,0.261,62.523,16.696,461.965,98.963,1467.88,37.525,3.855,31.64,Normal
4.386,0.96,92.172,29.306,455.272,89.962,1479.545,32.912,3.163,22.633,Alert
2.231,0.37,69.225,18.573,453.047,93.698,1522.668,34.338,4.087,24.329,Normal
1.726,0.44,68.567,17.956,447.713,96.061,1515.204,37.011,3.751,17.207,Normal
4.637,0.87,71.904,23.31,457.116,88.469,1419.801,31.323,3.556,24.63,Alert
2.084,0.394,63.178,15.76,466.957,92.739,1494.604,35.152,3.871,25.266,Normal
3.986,0.917,78.463,21.757,463.052,90.803,1502.886,26.042,2.702,27.267,Alert
2.275,0.462,70.686,14.63,461.743,95.922,1478.299,39.242,4.044,25.236,Normal
1.192,0.009,63.531,18.138,445.633,95.175,1461.775,39.668,3.779,28.182,Normal
1.454,0.169,66.803,14.161,463.823,92.875,1526.623,34.535,3.296,19.872,Normal
1.277,0.134,70.74,16.718,459.863,94.437,1542.649,40.818,4.639,23.901,Normal
1.505,0.34,59.761,15.344,459.102,97.862,1539.805,29.45,3.786,28.851,Normal
1.773,0.406,64.398,14.736,451.976,93.763,1478.129,35.351,3.928,22.42,Normal
2.099,0.519,64.958,17.884,460.823,94.834,1432.571,34.195,4.103,21.487,Normal
4.056,1.12,72.798,19.678,454.829,95.426,1463.19,29.137,2.493,35.342,Alert
5.041,1.043,89.449,18.208,463.422,92.344,1436.503,31.788,3.439,14.983,Alert
4.947,1.152,75.452,31.569,460.48,89.888,1530.107,28.237,3.687,22.98,Alert
1.684,0.355,66.221,19.026,458.004,97.624,1466.483,35.278,3.344,20.945,Normal
3.151,0.966,77.997,24.872,459.233,91.706,1471.519,30.739,3.013,31.593,Alert
