ph_final,viscosity_cp,conductivity_ms_cm,density_g_ml,turbidity_ntu,reaction_temp_c,reaction_time_min,active_conc_mg_ml,f1_active_reagent,f2_solvent_salts,f3_agitation_kinetics
7.402,132.413,9.401,1.205,21.466,46.024,42.066,95.065,-0.4311,0.9108,0.2709
6.661,208.942,5.966,1.223,24.842,44.086,34.014,121.627,1.3331,0.0547,-0.2306
6.467,196.525,5.389,1.205,32.09,43.467,36.194,123.155,1.1737,-0.5572,0.0392
6.991,147.188,6.368,1.19,27.169,45.305,33.662,91.244,-0.3048,-0.1561,-0.2339
7.279,177.24,7.681,1.205,21.899,43.659,31.173,103.318,-0.1531,0.7456,-0.965
7.387,94.462,6.334,1.178,23.182,45.47,38.042,70.013,-1.3961,-0.0429,0.8015
6.825,141.845,4.513,1.201,23.073,44.488,41.333,104.092,0.24,-0.3033,0.6291
6.554,48.601,2.379,1.17,0.063,40.64,22.141,73.803,-1.4721,-1.2931,-1.893
6.814,209.544,6.208,1.22,27.587,45.902,33.366,128.043,1.4085,0.32,-0.4142
6.864,160.152,6.476,1.202,25.652,44.614,30.245,98.914,-0.011,-0.0297,-0.6496
6.373,136.419,1.841,1.193,18.663,44.02,31.32,102.53,0.2742,-1.2592,-0.4773
6.621,243.261,5.805,1.224,36.376,46.907,33.774,130.807,1.833,-0.0397,0.4809
7.063,91.998,3.446,1.172,24.385,44.31,38.04,63.874,-1.6258,-0.7295,0.7201
6.941,100.187,4.933,1.197,18.858,42.842,33.504,95.67,-0.5335,0.0779,-0.8701
7.371,152.231,7.951,1.199,23.806,45.376,34.823,100.666,-0.3816,0.5636,0.2441
7.066,81.818,6.237,1.189,17.589,42.018,31.541,82.215,-0.7109,-0.1305,-1.1319
6.933,176.812,5.693,1.216,28.119,45.892,34.922,124.156,1.0104,0.3853,-0.1561
6.596,150.432,4.564,1.192,14.586,44.173,30.79,94.483,0.0474,-0.7443,-0.2288
6.618,174.917,4.622,1.2,20.658,44.832,32.993,113.95,0.6997,-0.7271,-0.6234
7.095,241.373,9.558,1.241,23.689,43.152,30.743,135.461,1.9849,1.3774,-1.4301
7.124,103.509,5.643,1.191,16.503,44.073,34.81,82.059,-1.0081,0.001,-0.3772
6.758,174.126,5.527,1.206,17.318,43.08,29.772,108.817,0.613,0.1305,-0.8756
6.178,181.003,3.103,1.211,10.417,42.359,23.274,113.859,1.1867,-0.833,-1.7505
7.095,82.76,5.786,1.173,16.369,46.122,41.878,68.207,-1.3984,-0.8415,0.9544
6.285,89.059,1.248,1.155,10.721,42.059,30.826,67.134,-1.2755,-2.2936,-0.0657
7.686,128.187,9.172,1.201,30.852,46.005,38.0,88.559,-0.9928,1.0643,0.3534
5.818,142.253,0.425,1.187,15.23,41.165,29.761,97.733,0.4536,-2.1536,-0.8219
7.104,107.78,6.843,1.198,21.373,45.18,33.624,90.858,-0.5496,0.2107,0.0084
6.463,140.033,2.777,1.194,21.035,41.223,31.735,103.273,0.3067,-0.8947,-0.9663
6.787,142.635,5.926,1.211,15.205,42.639,26.219,112.962,0.7317,-0.1317,-1.3459
6.412,48.115,1.099,1.155,19.631,42.544,32.953,60.488,-1.8548,-2.373,0.3292
7.391,179.153,8.683,1.211,36.315,45.846,40.122,100.515,0.0725,0.6667,0.733
7.513,195.997,9.313,1.223,29.318,46.614,38.186,119.969,0.5678,1.4126,-0.0753
6.782,167.784,5.92,1.211,16.992,42.635,29.221,109.029,0.6675,-0.1375,-0.6342
7.685,51.344,7.823,1.173,5.171,39.971,26.624,62.372,-2.3667,0.52,-1.9669
8.073,94.081,10.549,1.203,15.342,44.679,36.472,85.575,-1.181,1.7378,-1.0718
7.347,190.334,8.1,1.212,28.963,46.244,40.708,107.513,0.4737,0.8212,0.5037
5.635,144.246,1.229,1.193,13.362,39.281,22.17,107.259,1.1222,-1.894,-2.1727
6.854,103.427,3.328,1.179,17.749,43.607,29.431,79.962,-0.6856,-1.0848,-0.078
7.282,158.189,6.827,1.201,37.563,47.537,41.227,103.413,-0.1551,0.3878,0.8743
7.287,167.044,5.873,1.191,31.542,45.368,37.287,96.163,-0.2826,0.1354,0.1186
6.845,188.22,6.044,1.213,20.513,43.99,29.969,114.975,0.8949,0.246,-0.9433
6.95,164.161,7.123,1.206,28.568,43.161,34.44,106.905,0.3683,0.5806,-0.7116
6.546,60.21,2.257,1.169,6.024,41.893,23.54,77.895,-1.0532,-1.3167,-1.693
7.394,110.336,7.258,1.185,12.656,45.599,37.595,83.913,-0.917,0.4334,-0.2082
6.89,200.138,6.036,1.215,32.944,47.468,36.555,125.221,1.311,0.2139,0.2304
7.466,145.066,9.934,1.206,23.832,43.639,37.539,102.298,-0.076,1.1422,-0.0387
7.019,150.749,6.669,1.201,25.223,45.988,31.539,107.488,0.1867,0.2312,-0.3634
7.637,251.307,12.678,1.255,42.191,48.193,32.755,141.514,2.125,2.6469,-0.1709
7.19,132.021,7.143,1.198,13.979,44.019,31.118,92.239,-0.6364,0.3915,-0.6363
6.375,49.036,0.092,1.149,9.759,42.333,32.759,59.428,-1.9576,-2.2926,-0.2084
7.113,133.502,6.922,1.204,29.025,44.658,39.288,108.2,0.2551,0.2616,0.2379
6.816,126.121,6.457,1.202,21.93,43.33,32.128,96.175,0.0166,0.0054,-0.6608
6.18,189.59,2.65,1.202,25.951,46.542,33.699,116.295,0.8569,-1.2335,0.3264
7.084,183.644,8.268,1.214,32.12,46.354,40.188,106.976,0.3485,0.5883,0.0053
6.476,160.64,2.673,1.197,25.302,44.092,38.015,104.403,0.3915,-1.1502,0.2868
7.076,113.808,4.12,1.172,20.786,45.71,35.547,69.771,-1.226,-0.7595,0.3984
7.239,115.779,7.021,1.194,10.69,43.232,30.868,80.654,-0.8311,0.4195,-1.036
6.658,94.252,3.808,1.164,13.604,41.893,30.995,75.576,-0.9439,-1.0873,-0.9182
7.806,102.71,9.782,1.202,14.458,41.544,29.043,92.551,-0.7886,1.5173,-1.1391
7.704,66.841,7.799,1.161,27.575,44.759,32.518,64.505,-2.2635,0.1791,0.4349
6.966,219.636,6.016,1.208,33.691,47.153,42.311,112.634,0.7974,-0.152,1.5643
6.208,165.528,0.167,1.184,21.26,44.67,33.809,99.354,0.239,-1.9224,0.3139
6.384,144.407,2.41,1.18,35.569,43.661,39.61,89.662,-0.0526,-1.6158,1.0826
7.072,112.652,5.511,1.186,13.967,45.149,30.241,91.588,-0.6642,-0.1057,-0.1912
5.572,198.057,0.105,1.195,27.652,45.353,29.726,114.47,1.4414,-2.333,-0.1218
6.788,145.888,4.157,1.186,27.724,46.206,37.089,95.331,-0.3616,-0.9364,0.9926
6.913,133.757,5.562,1.199,13.817,44.447,34.088,94.802,-0.1581,-0.386,-0.8224
7.192,164.104,5.487,1.185,25.704,48.173,42.635,97.935,-0.3771,-0.4733,1.4287
7.659,145.963,9.102,1.202,31.165,44.259,36.534,103.048,-0.2243,1.038,-0.376
7.237,118.923,7.957,1.2,27.105,45.21,34.519,95.603,-0.507,0.8789,-0.3668
7.56,120.538,7.958,1.19,21.724,45.204,42.339,76.574,-1.4437,0.3952,0.5401
6.698,152.619,3.96,1.207,30.379,45.825,36.447,100.552,0.1153,-0.9024,0.5256
6.706,196.975,4.79,1.21,19.901,42.812,30.109,115.982,0.9495,-0.1762,-0.424
6.147,115.448,1.856,1.176,19.676,42.518,29.076,86.191,-0.2743,-1.6316,-0.2062
6.558,131.195,3.804,1.188,19.173,45.34,35.199,89.33,-0.2674,-1.1597,-0.0274
6.789,167.391,5.304,1.206,17.103,43.681,33.085,110.415,0.7159,-0.0687,-0.8394
7.459,178.218,8.175,1.201,31.877,45.29,38.54,99.905,-0.0405,0.8047,0.5057
6.561,165.113,3.49,1.19,26.05,48.535,40.332,102.809,0.4177,-0.9535,1.2835
8.337,180.508,12.48,1.22,45.784,49.614,46.534,106.007,-0.3731,2.3555,1.5595
7.313,209.497,7.459,1.224,45.022,49.501,49.496,120.948,0.9137,1.0442,1.5116
6.6,135.67,3.92,1.19,19.421,44.667,29.609,99.922,0.0763,-0.6979,-0.5576
6.811,184.338,5.044,1.207,28.678,46.047,36.256,115.074,0.8783,-0.1028,-0.0095
6.883,110.801,5.476,1.195,16.429,43.079,32.975,91.894,-0.4472,-0.0715,-1.1054
7.305,222.056,9.839,1.236,30.78,45.724,32.203,130.606,1.417,1.3905,-0.5466
6.674,166.925,3.2,1.184,27.184,46.398,44.647,86.728,-0.2229,-1.2454,1.8281
7.776,119.532,7.838,1.167,47.728,51.895,54.458,60.291,-2.3675,-0.141,3.3564
6.69,193.438,5.237,1.212,32.049,46.364,40.493,116.677,0.9186,-0.3986,1.0328
7.041,181.001,7.576,1.215,22.099,42.901,33.165,117.16,0.7137,0.467,-0.6997
6.771,146.883,6.174,1.206,17.185,41.298,28.417,104.052,0.2449,0.2782,-1.5597
6.835,164.806,4.977,1.199,25.555,44.98,32.728,104.633,0.4661,-0.0936,-0.3364
7.231,182.832,5.95,1.209,32.443,46.787,44.175,94.899,-0.0691,0.1741,1.5844
7.82,64.827,10.179,1.188,8.84,44.432,26.809,76.14,-1.691,1.2761,-1.5404
6.978,165.989,6.209,1.203,31.487,47.4,40.648,106.565,0.0752,0.1062,0.9275
7.613,115.129,8.946,1.19,38.824,47.701,43.198,85.459,-0.7686,0.9672,0.7418
6.952,160.939,5.722,1.214,21.005,44.335,31.418,116.152,0.4003,0.1825,-0.4419
7.118,131.242,6.092,1.201,15.142,42.608,30.661,99.98,-0.0253,0.4866,-1.0937
6.302,201.43,2.234,1.197,30.562,46.387,41.611,111.869,0.7384,-1.3719,0.9907
7.123,126.895,6.389,1.172,22.335,46.876,37.434,70.416,-1.1528,-0.1828,0.6437
7.184,56.559,5.281,1.17,11.119,44.456,30.554,70.239,-1.7671,-0.4693,-0.7102
6.636,160.905,4.247,1.19,24.801,44.695,43.574,95.03,-0.0414,-0.7133,0.829
7.313,190.798,8.697,1.22,27.882,44.049,36.773,119.102,0.5159,0.9458,0.1725
6.043,130.564,0.694,1.179,10.568,43.08,28.256,98.741,0.392,-1.9229,-0.7488
7.119,132.063,7.27,1.208,28.44,46.312,38.175,106.419,0.091,0.6259,-0.3503
6.885,158.796,6.318,1.19,30.0,46.837,38.278,100.479,0.0032,-0.3865,0.5684
6.359,144.823,4.141,1.204,10.367,39.228,18.147,120.422,1.0006,-0.4645,-2.5294
7.098,159.48,6.379,1.193,33.313,45.872,39.208,96.04,-0.2378,-0.1274,0.5221
7.185,71.45,6.244,1.175,6.834,41.228,27.894,70.768,-1.5707,-0.1653,-1.499
7.515,106.732,7.114,1.197,21.571,41.747,30.969,81.249,-1.2142,0.7789,-0.7381
7.617,123.5,8.497,1.196,7.56,44.203,28.821,88.797,-1.0767,1.0567,-1.2597
7.573,124.185,9.656,1.211,23.245,44.132,29.479,102.399,-0.2753,1.7321,-1.343
7.623,47.943,5.096,1.161,12.304,43.694,33.304,61.898,-2.5929,-0.6946,0.1072
6.848,195.393,6.101,1.207,27.839,45.689,35.906,116.06,0.6269,0.0713,0.0395
7.861,189.829,10.345,1.228,34.117,46.019,36.786,112.122,0.4017,1.9386,0.1571
7.59,130.799,7.334,1.187,30.247,46.344,42.865,86.288,-0.8532,0.1735,1.3383
6.637,191.698,6.536,1.223,23.797,45.554,30.073,120.295,0.9718,0.4097,-1.2822
6.848,125.789,5.734,1.196,12.7,44.1,33.132,105.0,-0.0576,0.0509,-1.3229
6.822,148.252,5.05,1.203,26.634,45.046,38.787,102.418,0.3359,-0.209,0.3906
7.069,156.374,5.863,1.184,21.023,44.241,32.915,90.364,-0.5956,-0.358,-0.0324
7.479,46.0,6.292,1.161,10.871,42.028,30.857,60.728,-2.2668,-0.1412,-0.7598
6.405,133.386,1.611,1.176,17.322,41.452,28.618,83.684,-0.3452,-1.3625,-0.4842
6.344,66.5,1.126,1.153,6.671,40.681,21.19,69.798,-1.3619,-2.1216,-1.8605
8.348,185.016,12.391,1.218,45.634,49.912,46.645,105.693,-0.3942,2.3837,1.7398
6.87,174.593,4.967,1.193,15.982,45.583,32.845,108.934,0.4225,-0.439,0.2842
7.418,191.692,8.435,1.225,38.633,46.522,37.414,120.46,0.6327,0.9678,0.7119
6.968,201.488,6.88,1.223,42.941,49.709,46.868,111.726,0.948,0.1137,2.4063
6.202,191.271,3.928,1.217,24.518,44.647,32.646,124.445,1.3617,-0.6313,-0.6889
7.033,136.725,5.969,1.179,15.278,44.927,35.486,85.958,-0.9084,-0.5196,0.5196
6.786,188.374,4.336,1.201,38.288,47.288,43.465,107.016,0.4806,-0.3363,1.3884
7.14,146.77,6.625,1.198,22.411,44.382,30.476,97.276,-0.161,0.1491,-0.3969
7.064,144.365,5.597,1.193,25.623,47.266,33.625,94.552,-0.1055,-0.2106,0.0555
7.19,160.143,7.758,1.234,20.997,41.987,26.737,123.089,1.0175,1.1953,-1.5601
6.422,136.952,3.38,1.201,21.009,40.865,26.837,111.372,0.4826,-0.8143,-1.0085
7.61,133.06,9.94,1.212,29.092,46.245,36.816,102.872,-0.1382,1.5162,0.2573
6.99,108.076,6.55,1.196,12.311,43.366,24.649,93.42,-0.1785,-0.1838,-1.3645
8.073,157.735,12.39,1.224,32.694,46.623,37.715,103.793,-0.1513,2.2175,0.0023
7.306,143.743,7.186,1.195,25.163,46.866,38.744,94.285,-0.4132,0.1148,1.0456
7.689,119.678,8.117,1.168,46.529,51.841,54.567,58.768,-2.4067,-0.0932,3.4403
6.914,124.03,5.387,1.204,19.329,44.179,27.772,101.886,0.3234,0.0791,-0.6705
6.469,151.323,2.357,1.185,25.018,45.622,33.321,94.474,-0.0246,-1.5497,0.5395
6.707,197.967,5.42,1.223,21.006,46.072,30.314,110.48,0.7084,-0.1598,-0.4903
6.533,140.196,4.199,1.206,17.882,40.793,25.139,106.139,0.4856,-0.4844,-1.5103
7.229,160.033,6.867,1.215,31.097,44.538,35.535,110.242,0.2435,0.7401,-0.406
7.61,134.749,8.157,1.198,24.994,46.08,39.172,92.773,-0.6506,0.9663,0.4138
6.501,177.012,3.862,1.2,33.593,45.972,42.802,99.498,0.4567,-1.0787,1.4137
7.083,197.885,7.053,1.222,33.123,46.798,41.887,116.264,0.8015,0.5855,0.7204
