ct_norm_s1,ct_norm_s2,ct_norm_s3,ct_norm_s4,ct_norm_s5,ct_norm_s6,wip_norm,speed_norm,failure_prob,micro_stops_norm,operator_efficiency,action,reward,throughput_uph,episode,step
0.7,0.8,0.58,0.56,0.6,0.89,0.2,0.69,0.01,0.2,0.96,4,67.36,77.08,25,20
0.7,0.79,0.59,0.58,0.61,0.91,0.15,0.7,0.01,0.27,0.96,3,74.37,76.14,25,21
0.71,0.78,0.62,0.6,0.65,0.95,0.15,0.7,0.0,0.13,0.96,5,76.12,76.39,25,22
0.7,0.79,0.62,0.58,0.63,0.94,0.12,0.7,0.0,0.13,0.96,1,78.86,80.11,25,23
0.67,0.78,0.61,0.58,0.59,0.93,0.15,0.72,0.03,0.13,0.96,3,86.47,79.56,25,24
0.68,0.78,0.64,0.59,0.59,0.95,0.15,0.72,0.0,0.0,0.96,4,86.73,80.66,25,25
0.69,0.76,0.64,0.58,0.59,0.94,0.1,0.73,0.01,0.07,0.96,5,86.21,80.24,25,26
0.68,0.77,0.66,0.6,0.59,0.96,0.1,0.73,0.01,0.07,0.96,1,92.14,84.12,25,27
0.65,0.75,0.63,0.58,0.57,0.94,0.08,0.76,0.03,0.07,0.96,5,88.63,84.54,25,28
0.64,0.77,0.61,0.57,0.55,0.93,0.08,0.76,0.03,0.13,0.96,1,89.04,88.43,25,29
0.64,0.73,0.58,0.55,0.55,0.92,0.08,0.78,0.06,0.2,0.96,1,95.18,92.45,25,30
0.62,0.72,0.56,0.52,0.54,0.9,0.05,0.81,0.08,0.2,0.96,0,95.86,94.2,25,31
0.63,0.71,0.55,0.51,0.54,0.9,0.08,0.81,0.07,0.2,0.97,1,99.67,98.83,25,32
0.61,0.66,0.52,0.5,0.52,0.86,0.1,0.83,0.09,0.2,0.97,5,96.61,98.36,25,33
0.6,0.66,0.53,0.52,0.53,0.88,0.08,0.83,0.09,0.27,0.97,5,95.61,98.79,25,34
0.6,0.66,0.52,0.51,0.54,0.87,0.1,0.83,0.09,0.27,0.97,4,98.06,99.62,25,35
0.61,0.66,0.51,0.52,0.53,0.87,0.08,0.84,0.1,0.27,0.97,4,100.02,100.77,25,36
0.6,0.68,0.5,0.53,0.52,0.85,0.0,0.85,0.09,0.33,0.97,5,94.3,100.6,25,37
0.61,0.68,0.51,0.52,0.51,0.87,0.02,0.85,0.09,0.4,0.97,0,96.57,100.45,25,38
0.61,0.7,0.51,0.52,0.52,0.88,0.05,0.85,0.1,0.33,0.97,3,103.65,99.49,25,39
0.64,0.69,0.54,0.53,0.55,0.89,0.05,0.85,0.07,0.2,0.97,1,105.09,104.19,25,40
0.64,0.68,0.5,0.48,0.54,0.84,0.05,0.87,0.09,0.27,0.97,5,106.79,104.33,25,41
0.63,0.67,0.52,0.5,0.54,0.82,0.02,0.87,0.09,0.27,0.97,2,96.83,99.17,25,42
0.65,0.72,0.53,0.51,0.58,0.86,0.02,0.85,0.07,0.33,0.97,2,85.36,94.09,25,43
0.69,0.75,0.57,0.54,0.62,0.89,0.05,0.82,0.05,0.4,0.97,3,97.77,92.86,25,44
0.7,0.78,0.6,0.54,0.65,0.89,0.02,0.82,0.02,0.2,0.97,3,106.41,92.01,25,45
0.72,0.81,0.62,0.55,0.65,0.9,0.0,0.82,0.0,0.07,0.97,2,95.12,87.18,25,46
0.77,0.82,0.66,0.6,0.68,0.95,0.02,0.8,0.0,0.13,0.97,5,91.01,87.09,25,47
0.76,0.83,0.65,0.61,0.69,0.94,0.02,0.8,0.0,0.2,0.97,0,99.35,89.52,25,48
0.75,0.85,0.63,0.62,0.69,0.93,0.0,0.8,0.01,0.13,1.0,5,99.49,89.69,25,49
0.77,0.83,0.64,0.62,0.67,0.91,0.0,0.8,0.01,0.13,1.0,2,88.76,85.23,25,50
0.79,0.86,0.69,0.65,0.69,0.94,0.02,0.77,0.0,0.2,1.0,5,87.03,85.03,25,51
0.81,0.86,0.69,0.64,0.69,0.96,0.05,0.77,0.0,0.2,1.0,3,92.34,84.03,25,52
0.85,0.87,0.69,0.67,0.72,0.97,0.08,0.77,0.0,0.07,1.0,5,90.66,83.89,25,53
0.86,0.87,0.68,0.66,0.73,0.98,0.1,0.77,0.0,0.07,1.0,5,84.88,83.74,25,54
0.86,0.86,0.66,0.68,0.74,0.99,0.12,0.77,0.01,0.13,1.0,1,89.71,87.85,25,55
0.83,0.84,0.62,0.66,0.7,0.98,0.12,0.8,0.02,0.13,1.0,0,94.88,87.49,25,56
0.84,0.85,0.63,0.68,0.7,0.97,0.1,0.8,0.01,0.07,1.0,2,85.64,83.04,25,57
0.88,0.91,0.67,0.69,0.74,1.0,0.1,0.77,0.0,0.13,1.0,4,84.28,84.05,25,58
0.89,0.9,0.65,0.68,0.74,1.0,0.08,0.78,0.01,0.2,1.0,4,86.98,85.05,25,59
0.88,0.91,0.63,0.7,0.73,1.0,0.05,0.79,0.01,0.2,1.0,4,89.74,86.14,25,60
0.87,0.93,0.62,0.69,0.72,1.0,0.02,0.8,0.01,0.2,1.0,2,79.75,82.3,25,61
0.89,0.95,0.65,0.72,0.75,1.0,0.05,0.77,0.0,0.27,1.0,3,88.44,81.62,25,62
0.9,0.95,0.67,0.76,0.75,1.0,0.02,0.77,0.0,0.13,1.0,3,95.27,80.64,25,63
0.93,0.98,0.7,0.77,0.78,1.0,0.02,0.77,0.0,0.0,1.0,2,85.34,76.95,25,64
0.95,1.0,0.72,0.81,0.82,1.0,0.05,0.75,0.0,0.07,1.0,4,85.83,78.23,25,65
0.93,0.98,0.72,0.81,0.81,0.99,0.0,0.76,0.0,0.13,1.0,0,85.88,78.33,25,66
0.92,0.98,0.73,0.81,0.81,0.98,0.0,0.76,0.01,0.13,1.0,3,88.95,77.46,25,67
0.92,1.0,0.75,0.84,0.84,0.99,0.0,0.76,0.0,0.07,1.0,0,89.21,77.67,25,68
0.92,1.0,0.75,0.84,0.84,0.97,0.0,0.76,0.0,0.07,1.0,3,93.17,77.64,25,69
0.92,1.0,0.73,0.84,0.84,0.98,0.0,0.76,0.0,0.0,1.0,2,87.27,73.98,25,70
0.97,1.0,0.77,0.85,0.89,1.0,0.02,0.73,0.0,0.0,1.0,1,88.49,77.2,25,71
0.95,1.0,0.74,0.84,0.87,0.98,0.0,0.76,0.02,0.07,1.0,1,92.38,80.7,25,72
0.93,0.98,0.72,0.82,0.84,0.96,0.0,0.78,0.05,0.07,1.0,1,92.8,84.51,25,73
0.9,0.97,0.72,0.79,0.81,0.93,0.0,0.81,0.06,0.13,1.0,1,93.1,88.31,25,74
0.89,0.96,0.7,0.78,0.77,0.89,0.0,0.83,0.09,0.2,1.0,3,104.29,87.42,25,75
0.9,0.95,0.71,0.81,0.79,0.93,0.0,0.83,0.06,0.0,1.0,3,104.03,86.88,25,76
0.91,0.95,0.74,0.83,0.78,0.92,0.0,0.83,0.02,0.0,1.0,1,103.32,91.0,25,77
0.88,0.93,0.71,0.81,0.77,0.88,0.02,0.86,0.04,0.07,1.0,5,99.65,91.22,25,78
0.86,0.92,0.72,0.79,0.76,0.89,0.02,0.86,0.03,0.13,1.0,5,100.85,91.0,25,79
0.36,0.57,0.6,0.45,0.39,0.35,0.22,0.8,0.1,0.13,0.92,4,99.55,102.52,26,0
0.37,0.55,0.61,0.45,0.39,0.33,0.18,0.8,0.1,0.2,0.92,2,86.38,96.01,26,1
0.43,0.61,0.64,0.49,0.41,0.38,0.2,0.78,0.08,0.27,0.92,0,94.05,100.27,26,2
0.42,0.59,0.64,0.51,0.42,0.39,0.22,0.78,0.08,0.2,0.96,2,81.71,94.45,26,3
0.46,0.64,0.67,0.55,0.45,0.4,0.25,0.75,0.06,0.27,0.96,4,83.04,95.19,26,4
0.46,0.63,0.69,0.56,0.45,0.42,0.18,0.76,0.07,0.33,0.96,2,77.58,89.3,26,5
0.51,0.68,0.71,0.6,0.48,0.47,0.15,0.74,0.06,0.33,0.96,1,84.71,94.18,26,6
0.49,0.65,0.68,0.59,0.44,0.43,0.12,0.76,0.08,0.33,0.96,2,72.51,88.41,26,7
0.51,0.71,0.74,0.63,0.47,0.47,0.15,0.74,0.06,0.4,0.96,4,73.78,89.52,26,8
0.5,0.7,0.75,0.62,0.49,0.45,0.15,0.75,0.06,0.4,0.96,2,67.44,84.12,26,9
0.55,0.74,0.78,0.66,0.52,0.5,0.15,0.72,0.05,0.4,0.96,4,75.13,85.44,26,10
0.54,0.76,0.76,0.66,0.51,0.49,0.05,0.73,0.04,0.4,0.96,5,75.13,85.37,26,11
0.53,0.76,0.77,0.65,0.52,0.5,0.05,0.73,0.03,0.4,0.96,4,75.63,86.7,26,12
0.51,0.74,0.79,0.65,0.51,0.49,0.0,0.74,0.04,0.47,0.96,5,71.75,86.86,26,13
0.51,0.74,0.78,0.64,0.51,0.5,0.0,0.74,0.05,0.53,0.96,0,74.11,88.91,26,14
0.53,0.73,0.77,0.64,0.52,0.51,0.0,0.74,0.06,0.53,0.99,0,77.1,89.23,26,15
0.55,0.75,0.76,0.66,0.53,0.51,0.02,0.74,0.05,0.47,1.0,0,79.5,89.16,26,16
0.56,0.75,0.76,0.67,0.51,0.52,0.05,0.74,0.05,0.4,1.0,0,83.49,89.19,26,17
0.57,0.76,0.75,0.67,0.5,0.52,0.05,0.74,0.05,0.33,1.0,5,83.62,89.37,26,18
0.57,0.75,0.76,0.66,0.51,0.5,0.05,0.74,0.06,0.33,1.0,3,93.9,88.96,26,19
0.57,0.75,0.76,0.65,0.54,0.52,0.08,0.74,0.03,0.13,1.0,5,92.49,89.08,26,20
0.57,0.74,0.74,0.64,0.56,0.52,0.1,0.74,0.04,0.13,1.0,2,87.77,83.8,26,21
0.59,0.8,0.78,0.69,0.6,0.55,0.08,0.71,0.03,0.13,1.0,2,79.57,78.98,26,22
0.63,0.85,0.79,0.74,0.63,0.58,0.05,0.69,0.02,0.2,1.0,0,79.36,78.81,26,23
0.65,0.84,0.8,0.75,0.62,0.59,0.05,0.69,0.02,0.2,1.0,1,82.65,82.96,26,24
0.62,0.81,0.77,0.75,0.61,0.55,0.08,0.71,0.04,0.2,1.0,5,84.0,82.8,26,25
0.63,0.82,0.76,0.75,0.6,0.55,0.05,0.71,0.04,0.2,1.0,0,86.85,83.07,26,26
0.62,0.81,0.76,0.75,0.59,0.56,0.08,0.71,0.03,0.13,1.0,0,89.55,83.28,26,27
0.61,0.8,0.77,0.76,0.58,0.55,0.1,0.71,0.04,0.07,1.0,4,95.23,84.28,26,28
0.61,0.78,0.76,0.77,0.57,0.57,0.02,0.72,0.04,0.07,1.0,3,100.55,83.91,26,29
0.62,0.79,0.77,0.77,0.58,0.57,0.0,0.72,0.01,0.0,1.0,4,98.36,85.39,26,30
0.62,0.77,0.76,0.76,0.58,0.56,0.0,0.73,0.01,0.07,1.0,5,97.35,85.75,26,31
0.63,0.75,0.75,0.74,0.59,0.55,0.02,0.73,0.0,0.07,1.0,0,99.32,86.1,26,32
0.62,0.73,0.73,0.72,0.6,0.56,0.0,0.73,0.0,0.07,1.0,2,89.41,81.17,26,33
0.68,0.78,0.76,0.76,0.63,0.58,0.0,0.7,0.0,0.13,1.0,5,88.98,80.83,26,34
0.7,0.78,0.77,0.78,0.62,0.58,0.0,0.7,0.0,0.13,1.0,1,87.57,84.4,26,35
0.68,0.78,0.75,0.77,0.61,0.56,0.02,0.73,0.02,0.2,1.0,4,90.1,85.3,26,36
0.69,0.8,0.74,0.75,0.61,0.57,0.0,0.74,0.03,0.2,1.0,5,86.34,85.45,26,37
0.67,0.79,0.74,0.74,0.62,0.58,0.0,0.74,0.02,0.27,1.0,0,85.9,85.14,26,38
0.69,0.8,0.76,0.72,0.63,0.58,0.0,0.74,0.03,0.27,1.0,0,86.22,85.39,26,39
0.69,0.79,0.75,0.72,0.62,0.59,0.0,0.74,0.02,0.27,1.0,1,90.69,89.29,26,40
0.67,0.77,0.73,0.71,0.6,0.57,0.0,0.76,0.05,0.27,1.0,5,90.86,89.41,26,41
0.68,0.77,0.72,0.7,0.59,0.58,0.0,0.76,0.04,0.27,1.0,1,90.1,93.51,26,42
0.65,0.73,0.72,0.68,0.59,0.55,0.02,0.79,0.06,0.33,1.0,4,87.49,94.67,26,43
0.67,0.74,0.71,0.67,0.59,0.54,0.02,0.8,0.06,0.4,1.0,4,90.62,96.01,26,44
0.66,0.72,0.71,0.66,0.61,0.52,0.0,0.8,0.06,0.4,1.0,2,84.6,90.82,26,45
0.68,0.76,0.75,0.68,0.66,0.56,0.0,0.78,0.04,0.4,1.0,4,82.01,91.97,26,46
0.69,0.74,0.74,0.68,0.67,0.55,0.0,0.79,0.04,0.47,1.0,2,76.02,86.91,26,47
0.74,0.8,0.77,0.7,0.69,0.59,0.0,0.76,0.03,0.47,1.0,2,70.58,82.3,26,48
0.77,0.84,0.82,0.75,0.71,0.6,0.0,0.74,0.02,0.47,1.0,2,59.92,77.92,26,49
0.8,0.86,0.84,0.78,0.74,0.66,0.02,0.71,0.01,0.53,1.0,0,60.17,78.06,26,50
0.78,0.86,0.83,0.76,0.75,0.67,0.02,0.71,0.0,0.53,1.0,2,56.67,73.89,26,51
0.82,0.86,0.86,0.82,0.8,0.68,0.0,0.69,0.0,0.53,1.0,2,52.18,70.15,26,52
0.84,0.88,0.88,0.83,0.85,0.71,0.0,0.66,0.0,0.53,1.0,0,51.92,69.95,26,53
0.85,0.9,0.88,0.84,0.84,0.71,0.0,0.66,0.0,0.53,1.0,0,52.11,70.09,26,54
0.84,0.91,0.86,0.85,0.84,0.7,0.0,0.66,0.0,0.53,1.0,5,51.65,69.71,26,55
0.86,0.91,0.87,0.85,0.85,0.71,0.0,0.66,0.0,0.53,1.0,3,61.32,69.02,26,56
0.9,0.9,0.87,0.86,0.89,0.73,0.02,0.66,0.0,0.33,1.0,0,61.61,69.26,26,57
0.9,0.9,0.87,0.84,0.88,0.73,0.02,0.66,0.0,0.33,1.0,3,67.44,68.7,26,58
0.93,0.91,0.88,0.83,0.9,0.74,0.05,0.66,0.0,0.2,1.0,4,71.42,69.54,26,59
0.92,0.91,0.88,0.81,0.92,0.76,0.0,0.67,0.0,0.2,1.0,2,60.72,65.18,26,60
0.96,0.97,0.9,0.86,0.97,0.79,0.02,0.65,0.0,0.27,1.0,4,63.16,65.97,26,61
0.95,0.98,0.91,0.86,0.96,0.81,0.0,0.65,0.0,0.27,1.0,3,70.66,65.55,26,62
0.96,1.0,0.91,0.88,0.97,0.82,0.0,0.65,0.0,0.13,1.0,4,67.59,66.37,26,63
0.96,1.0,0.91,0.88,0.95,0.83,0.0,0.66,0.01,0.2,1.0,3,77.39,65.74,26,64
0.98,1.0,0.92,0.9,0.98,0.86,0.02,0.66,0.0,0.0,1.0,0,73.28,65.65,26,65
0.97,0.99,0.93,0.9,0.98,0.88,0.02,0.66,0.0,0.07,1.0,4,75.62,66.35,26,66
0.98,1.0,0.94,0.91,0.97,0.87,0.0,0.67,0.0,0.07,1.0,2,67.62,63.02,26,67
1.0,1.0,0.96,0.96,1.0,0.9,0.0,0.65,0.0,0.13,1.0,4,64.78,64.04,26,68
0.99,0.99,0.94,0.96,0.98,0.91,0.0,0.65,0.01,0.2,1.0,3,76.43,63.69,26,69
0.99,0.99,0.94,0.98,1.0,0.93,0.0,0.65,0.0,0.0,1.0,3,71.93,63.27,26,70
1.0,1.0,0.96,1.0,1.0,0.95,0.0,0.65,0.0,0.07,1.0,2,62.98,60.4,26,71
1.0,1.0,1.0,1.0,1.0,0.99,0.02,0.63,0.0,0.13,1.0,4,61.43,61.24,26,72
1.0,1.0,1.0,1.0,1.0,0.98,0.0,0.64,0.01,0.2,1.0,3,69.45,61.21,26,73
1.0,1.0,1.0,1.0,1.0,0.99,0.0,0.64,0.0,0.07,1.0,0,73.74,61.49,26,74
0.98,1.0,0.99,0.99,1.0,0.99,0.0,0.64,0.0,0.0,1.0,1,77.62,64.9,26,75
0.96,0.97,0.96,0.96,0.99,0.94,0.0,0.66,0.03,0.0,1.0,0,73.72,64.94,26,76
0.95,0.95,0.97,0.97,0.99,0.95,0.0,0.66,0.02,0.07,1.0,0,72.4,65.08,26,77
0.94,0.95,0.97,0.96,1.0,0.93,0.02,0.66,0.02,0.07,1.0,4,73.45,65.93,26,78
0.95,0.95,0.95,0.96,1.0,0.93,0.02,0.67,0.02,0.07,1.0,0,73.48,65.96,26,79
0.48,0.36,0.43,0.47,0.4,0.44,0.35,0.83,0.1,0.2,0.8,4,80.98,94.25,27,0
0.49,0.34,0.42,0.45,0.39,0.45,0.25,0.84,0.11,0.27,0.8,4,88.12,95.28,27,1
0.49,0.34,0.41,0.45,0.38,0.47,0.15,0.84,0.12,0.27,0.8,2,80.05,89.61,27,2
0.55,0.38,0.42,0.5,0.41,0.51,0.18,0.82,0.1,0.27,0.8,3,91.0,88.55,27,3
0.55,0.41,0.43,0.53,0.4,0.54,0.18,0.82,0.08,0.07,0.8,5,88.58,88.66,27,4
0.55,0.41,0.42,0.53,0.41,0.53,0.15,0.82,0.08,0.13,0.8,3,97.33,87.69,27,5
0.57,0.43,0.46,0.53,0.41,0.53,0.12,0.82,0.04,0.0,0.8,2,91.1,83.6,27,6
0.58,0.46,0.47,0.53,0.44,0.58,0.15,0.79,0.02,0.0,0.8,3,91.18,82.23,27,7
0.61,0.5,0.5,0.55,0.45,0.6,0.12,0.79,0.0,0.0,0.8,5,92.71,82.3,27,8
0.6,0.49,0.5,0.54,0.45,0.6,0.1,0.79,0.0,0.0,0.8,4,96.91,83.32,27,9
0.62,0.48,0.5,0.52,0.45,0.61,0.05,0.8,0.01,0.0,0.8,5,94.56,83.44,27,10
0.6,0.47,0.5,0.52,0.46,0.61,0.02,0.8,0.01,0.07,0.8,1,94.24,87.92,27,11
0.56,0.46,0.47,0.52,0.42,0.57,0.05,0.83,0.03,0.13,0.8,3,99.06,87.13,27,12
0.58,0.46,0.48,0.54,0.43,0.56,0.02,0.83,0.0,0.07,0.8,4,98.19,88.49,27,13
0.56,0.48,0.48,0.53,0.43,0.55,0.0,0.84,0.0,0.13,0.8,2,90.66,83.47,27,14
0.61,0.52,0.52,0.58,0.43,0.59,0.02,0.81,0.0,0.13,0.8,2,85.65,79.29,27,15
0.65,0.55,0.52,0.59,0.47,0.63,0.02,0.79,0.0,0.13,0.8,1,86.16,83.25,27,16
0.65,0.53,0.5,0.56,0.43,0.6,0.02,0.81,0.02,0.2,0.8,0,92.44,83.84,27,17
0.67,0.53,0.5,0.54,0.41,0.6,0.0,0.81,0.02,0.13,0.8,4,93.09,84.37,27,18
0.68,0.54,0.51,0.53,0.42,0.62,0.0,0.82,0.02,0.13,0.8,3,100.47,83.72,27,19
0.7,0.54,0.51,0.54,0.42,0.63,0.0,0.82,0.0,0.0,0.8,0,104.09,88.04,27,20
0.71,0.54,0.49,0.53,0.41,0.62,0.02,0.82,0.01,0.0,0.84,3,96.9,86.58,27,21
0.74,0.55,0.51,0.54,0.45,0.64,0.05,0.82,0.0,0.07,0.84,0,100.69,87.73,27,22
0.72,0.56,0.5,0.54,0.44,0.62,0.08,0.82,0.01,0.0,0.85,0,103.5,91.34,27,23
0.74,0.57,0.5,0.56,0.43,0.6,0.1,0.82,0.01,0.0,0.88,1,107.22,95.86,27,24
0.71,0.54,0.47,0.54,0.41,0.58,0.12,0.84,0.03,0.0,0.88,2,97.37,90.83,27,25
0.74,0.57,0.5,0.56,0.46,0.62,0.12,0.82,0.01,0.07,0.88,2,92.92,85.81,27,26
0.75,0.62,0.53,0.59,0.48,0.69,0.1,0.79,0.01,0.07,0.88,4,90.08,86.81,27,27
0.76,0.61,0.51,0.61,0.46,0.7,0.1,0.8,0.01,0.13,0.88,4,94.2,87.73,27,28
0.74,0.6,0.52,0.62,0.47,0.69,0.05,0.81,0.01,0.13,0.88,3,100.26,87.3,27,29
0.74,0.6,0.55,0.64,0.47,0.7,0.08,0.81,0.0,0.0,0.88,4,106.2,88.5,27,30
0.73,0.61,0.53,0.63,0.47,0.7,0.0,0.82,0.0,0.0,0.88,4,103.43,89.53,27,31
0.71,0.6,0.54,0.63,0.49,0.68,0.0,0.83,0.0,0.07,0.88,0,105.54,91.37,27,32
0.69,0.59,0.54,0.64,0.49,0.68,0.0,0.83,0.01,0.07,0.9,0,111.62,94.32,27,33
0.7,0.59,0.52,0.63,0.49,0.69,0.02,0.83,0.01,0.0,0.93,0,111.29,95.24,27,34
0.7,0.57,0.51,0.65,0.5,0.68,0.05,0.83,0.0,0.0,0.93,0,111.69,95.62,27,35
0.71,0.58,0.51,0.66,0.5,0.66,0.05,0.83,0.01,0.0,0.94,2,101.0,91.25,27,36
0.74,0.59,0.54,0.66,0.54,0.7,0.08,0.8,0.0,0.07,0.94,4,101.89,92.84,27,37
0.73,0.57,0.53,0.65,0.53,0.69,0.02,0.81,0.0,0.13,0.94,3,105.26,92.3,27,38
0.74,0.58,0.53,0.66,0.52,0.72,0.02,0.81,0.0,0.07,0.94,0,112.56,95.05,27,39
0.75,0.6,0.51,0.65,0.52,0.72,0.02,0.81,0.0,0.0,0.97,5,114.18,95.15,27,40
0.75,0.59,0.49,0.66,0.52,0.71,0.0,0.81,0.0,0.0,0.97,5,109.48,94.62,27,41
0.75,0.6,0.5,0.67,0.54,0.73,0.0,0.81,0.01,0.07,0.97,1,108.96,99.0,27,42
0.72,0.58,0.5,0.64,0.51,0.71,0.02,0.84,0.03,0.13,0.97,1,113.87,103.27,27,43
0.72,0.58,0.48,0.61,0.48,0.68,0.02,0.86,0.06,0.13,0.97,1,119.66,108.18,27,44
0.69,0.57,0.44,0.58,0.46,0.65,0.02,0.89,0.07,0.13,0.97,2,113.11,102.54,27,45
0.73,0.63,0.49,0.6,0.49,0.67,0.02,0.86,0.04,0.13,0.97,3,120.48,101.72,27,46
0.75,0.64,0.5,0.61,0.5,0.68,0.02,0.86,0.01,0.0,0.97,5,122.5,102.11,27,47
0.75,0.64,0.49,0.59,0.51,0.66,0.0,0.86,0.0,0.0,0.97,1,123.21,106.27,27,48
0.74,0.63,0.48,0.58,0.49,0.63,0.0,0.89,0.03,0.07,0.97,4,124.52,107.39,27,49
0.76,0.63,0.47,0.56,0.5,0.63,0.0,0.89,0.03,0.07,0.97,4,120.93,107.79,27,50
0.75,0.63,0.46,0.58,0.51,0.64,0.0,0.9,0.04,0.13,0.97,1,122.28,112.34,27,51
0.73,0.61,0.44,0.57,0.52,0.61,0.0,0.93,0.05,0.2,0.97,3,128.55,110.63,27,52
0.77,0.62,0.45,0.57,0.55,0.64,0.0,0.93,0.02,0.07,0.97,4,129.82,111.6,27,53
0.76,0.63,0.43,0.59,0.54,0.65,0.0,0.94,0.01,0.07,0.97,1,135.61,116.58,27,54
0.75,0.61,0.42,0.57,0.5,0.61,0.0,0.96,0.03,0.07,0.97,3,131.54,114.2,27,55
0.78,0.63,0.44,0.6,0.52,0.65,0.02,0.96,0.0,0.07,0.97,2,121.67,108.06,27,56
0.82,0.68,0.46,0.64,0.57,0.7,0.0,0.94,0.0,0.13,0.97,0,126.34,108.69,27,57
0.83,0.67,0.46,0.65,0.59,0.7,0.0,0.94,0.01,0.07,0.97,5,121.65,109.33,27,58
0.83,0.65,0.46,0.64,0.57,0.68,0.02,0.94,0.0,0.13,0.97,1,123.74,114.57,27,59
0.8,0.61,0.44,0.63,0.52,0.66,0.02,0.96,0.02,0.2,0.97,4,122.54,115.67,27,60
0.81,0.6,0.46,0.61,0.52,0.65,0.0,0.97,0.03,0.27,0.97,4,123.93,116.86,27,61
0.8,0.6,0.47,0.62,0.52,0.63,0.0,0.98,0.03,0.27,0.97,2,111.29,110.8,27,62
0.85,0.64,0.49,0.67,0.55,0.67,0.02,0.95,0.02,0.33,0.97,3,120.67,109.72,27,63
0.87,0.68,0.51,0.66,0.56,0.68,0.05,0.95,0.0,0.13,0.97,2,115.42,104.1,27,64
0.91,0.7,0.55,0.7,0.6,0.72,0.02,0.93,0.0,0.13,0.97,0,117.74,107.3,27,65
0.9,0.69,0.54,0.72,0.6,0.71,0.05,0.93,0.0,0.13,1.0,2,109.1,102.17,27,66
0.95,0.73,0.55,0.75,0.65,0.73,0.02,0.9,0.0,0.2,1.0,0,108.75,101.87,27,67
0.96,0.73,0.56,0.74,0.66,0.75,0.02,0.9,0.0,0.2,1.0,1,110.95,105.91,27,68
0.93,0.71,0.53,0.73,0.65,0.73,0.0,0.93,0.01,0.27,1.0,2,104.87,100.73,27,69
0.98,0.74,0.54,0.76,0.7,0.76,0.0,0.9,0.0,0.27,1.0,3,115.91,99.92,27,70
1.0,0.76,0.55,0.8,0.7,0.76,0.0,0.9,0.0,0.07,1.0,4,112.31,100.26,27,71
1.0,0.77,0.56,0.81,0.71,0.78,0.0,0.91,0.0,0.13,1.0,0,111.22,100.64,27,72
0.98,0.76,0.55,0.81,0.71,0.77,0.02,0.91,0.0,0.13,1.0,4,114.57,102.14,27,73
0.97,0.75,0.54,0.82,0.69,0.77,0.0,0.92,0.0,0.13,1.0,3,116.89,100.74,27,74
0.99,0.77,0.57,0.85,0.7,0.79,0.0,0.92,0.0,0.07,1.0,3,117.97,99.55,27,75
1.0,0.8,0.58,0.87,0.72,0.81,0.02,0.92,0.0,0.0,1.0,5,116.9,99.99,27,76
0.98,0.79,0.56,0.87,0.71,0.82,0.05,0.92,0.01,0.0,1.0,5,115.77,100.33,27,77
0.97,0.77,0.58,0.88,0.71,0.8,0.08,0.92,0.01,0.0,1.0,1,121.28,103.87,27,78
0.96,0.73,0.56,0.88,0.7,0.78,0.05,0.94,0.04,0.0,1.0,2,115.99,99.31,27,79
0.49,0.56,0.58,0.51,0.56,0.52,0.25,0.8,0.11,0.07,0.89,5,91.15,92.74,28,0
0.49,0.55,0.56,0.5,0.54,0.51,0.25,0.8,0.11,0.07,0.89,2,81.52,87.91,28,1
0.51,0.57,0.61,0.51,0.55,0.57,0.25,0.77,0.1,0.13,0.89,5,79.92,87.79,28,2
0.53,0.57,0.6,0.52,0.55,0.57,0.28,0.77,0.09,0.13,0.89,1,85.29,92.4,28,3
0.5,0.56,0.56,0.51,0.51,0.54,0.28,0.8,0.11,0.13,0.89,3,92.46,91.45,28,4
0.52,0.57,0.57,0.5,0.53,0.56,0.28,0.8,0.08,0.0,0.89,4,98.31,92.52,28,5
0.51,0.58,0.56,0.5,0.54,0.57,0.2,0.81,0.07,0.0,0.89,4,98.05,93.14,28,6
0.49,0.59,0.57,0.51,0.55,0.57,0.15,0.82,0.07,0.07,0.89,4,96.85,94.2,28,7
0.49,0.6,0.58,0.51,0.53,0.55,0.12,0.82,0.07,0.13,0.89,0,100.45,95.15,28,8
0.48,0.6,0.56,0.52,0.53,0.55,0.15,0.82,0.07,0.07,0.9,0,105.43,95.92,28,9
0.49,0.59,0.55,0.52,0.52,0.54,0.15,0.82,0.07,0.0,0.9,1,107.44,101.18,28,10
0.44,0.59,0.51,0.49,0.49,0.51,0.15,0.85,0.1,0.07,0.9,4,107.87,102.36,28,11
0.43,0.59,0.5,0.49,0.49,0.51,0.1,0.86,0.1,0.13,0.9,4,113.57,103.3,28,12
0.42,0.61,0.5,0.49,0.47,0.53,0.02,0.87,0.09,0.13,0.9,5,111.36,103.62,28,13
0.44,0.61,0.48,0.49,0.45,0.52,0.0,0.87,0.1,0.2,0.9,4,112.34,104.41,28,14
0.45,0.61,0.49,0.47,0.46,0.52,0.0,0.87,0.09,0.2,0.9,0,119.95,108.74,28,15
0.43,0.6,0.49,0.47,0.44,0.54,0.02,0.87,0.1,0.13,0.93,4,122.27,109.46,28,16
0.44,0.61,0.47,0.48,0.43,0.55,0.0,0.88,0.11,0.13,0.93,2,110.36,102.71,28,17
0.51,0.65,0.53,0.53,0.45,0.6,0.0,0.86,0.09,0.2,0.93,3,121.24,101.59,28,18
